Program Version:,EnergyPlus, Version 25.1.0-68a4a7c774, YMD=2026.05.28 14:47
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ4C+hp+slab+IECC_2024
Environment:,ANNUAL ** Brussels.Natl.AP BRU BEL SRC-TMYx WMO#=064510

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over       144.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,1015.43,0.26,0.43
,Net Site Energy,1015.43,0.26,0.43
,Total Source Energy,3215.86,0.81,1.35
,Net Source Energy,3215.86,0.81,1.35


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,3965.68
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,1588.59


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Heating,347.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,58.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,11.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,425.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,78.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,94.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242.81
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,1015.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242.81
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,,Safe (≤ 80.1°F) [hr],Caution (> 80.1°F, ≤ 90.0°F) [hr],Extreme Caution (> 90.0°F, ≤ 102.9°F) [hr],Danger (> 102.9, ≤ 125.1°F) [hr],Extreme Danger (> 125.1°F) [hr]
,LIVING_UNIT1,297.43,0.00,0.00,0.00,0.00
,GARAGE1,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00,0.00
,Max,297.43,0.00,0.00,0.00,0.00
,Average,99.14,0.00,0.00,0.00,0.00
,Sum,297.43,0.00,0.00,0.00,0.00


Heat Index OccupiedHours

,,Safe (≤ 80.1°F) [hr],Caution (> 80.1°F, ≤ 90.0°F) [hr],Extreme Caution (> 90.0°F, ≤ 102.9°F) [hr],Danger (> 102.9, ≤ 125.1°F) [hr],Extreme Danger (> 125.1°F) [hr]
,LIVING_UNIT1,144.00,0.00,0.00,0.00,0.00
,GARAGE1,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00,0.00
,Max,144.00,0.00,0.00,0.00,0.00
,Average,48.00,0.00,0.00,0.00,0.00
,Sum,144.00,0.00,0.00,0.00,0.00


Humidex Hours

,,Little to no Discomfort (≤ 29) [hr],Some Discomfort (> 29, ≤ 40) [hr],Great Discomfort; Avoid Exertion (> 40, ≤ 45) [hr],Dangerous (> 45, ≤ 50) [hr],Heat Stroke Quite Possible (> 50) [hr]
,LIVING_UNIT1,144.00,0.00,0.00,0.00,0.00
,GARAGE1,144.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,144.00,0.00,0.00,0.00,0.00
,Min,144.00,0.00,0.00,0.00,0.00
,Max,144.00,0.00,0.00,0.00,0.00
,Average,144.00,0.00,0.00,0.00,0.00
,Sum,432.00,0.00,0.00,0.00,0.00


Humidex OccupantHours

,,Little to no Discomfort (≤ 29) [hr],Some Discomfort (> 29, ≤ 40) [hr],Great Discomfort; Avoid Exertion (> 40, ≤ 45) [hr],Dangerous (> 45, ≤ 50) [hr],Heat Stroke Quite Possible (> 50) [hr]
,LIVING_UNIT1,297.43,0.00,0.00,0.00,0.00
,GARAGE1,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00,0.00
,Max,297.43,0.00,0.00,0.00,0.00
,Average,99.14,0.00,0.00,0.00,0.00
,Sum,297.43,0.00,0.00,0.00,0.00


Humidex OccupiedHours

,,Little to no Discomfort (≤ 29) [hr],Some Discomfort (> 29, ≤ 40) [hr],Great Discomfort; Avoid Exertion (> 40, ≤ 45) [hr],Dangerous (> 45, ≤ 50) [hr],Heat Stroke Quite Possible (> 50) [hr]
,LIVING_UNIT1,144.00,0.00,0.00,0.00,0.00
,GARAGE1,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00,0.00
,Max,144.00,0.00,0.00,0.00,0.00
,Average,48.00,0.00,0.00,0.00,0.00
,Sum,144.00,0.00,0.00,0.00,0.00


Hours of Safety for Cold Events

,,Hours of Safety [hr],End Time of the Safety Duration,Safe Temperature Exceedance Hours [hr],Safe Temperature Exceedance OccupantHours [hr],Safe Temperature Exceedance OccupiedHours [hr]
,LIVING_UNIT1,144.00,-,0.00,0.00,0.00
,GARAGE1,0.00,-,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,-,0.00,0.00,0.00
,Min,0.00,-,0.00,0.00,0.00
,Max,144.00,-,0.00,0.00,0.00
,Average,48.00,-,0.00,0.00,0.00
,Sum,144.00,-,0.00,0.00,0.00


Hours of Safety for Heat Events

,,Hours of Safety [hr],End Time of the Safety Duration,Safe Temperature Exceedance Hours [hr],Safe Temperature Exceedance OccupantHours [hr],Safe Temperature Exceedance OccupiedHours [hr]
,LIVING_UNIT1,144.00,-,0.00,0.00,0.00
,GARAGE1,0.00,-,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,-,0.00,0.00,0.00
,Min,0.00,-,0.00,0.00,0.00
,Max,144.00,-,0.00,0.00,0.00
,Average,48.00,-,0.00,0.00,0.00
,Sum,144.00,-,0.00,0.00,0.00


Unmet Degree-Hours

,,Cooling Setpoint Unmet Degree-Hours [°F·hr],Cooling Setpoint Unmet Occupant-Weighted Degree-Hours [°F·hr],Cooling Setpoint Unmet Occupied Degree-Hours [°F·hr],Heating Setpoint Unmet Degree-Hours [°F·hr],Heating Setpoint Unmet Occupant-Weighted Degree-Hours [°F·hr],Heating Setpoint Unmet Occupied Degree-Hours [°C·hr]
,LIVING_UNIT1,0.00,0.00,0.00,0.06,0.14,0.06
,GARAGE1,0.00,0.00,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00,0.00,0.00
,Max,0.00,0.00,0.00,0.06,0.14,0.06
,Average,0.00,0.00,0.00,0.02,0.05,0.02
,Sum,0.00,0.00,0.00,0.06,0.14,0.06


Discomfort-weighted Exceedance OccupantHours

,,Very-cold Exceedance OccupantHours [hr],Cool Exceedance OccupantHours [hr],Warm Exceedance OccupantHours [hr],Very-hot Exceedance OccupantHours [hr]
,LIVING_UNIT1,0.00,0.00,0.00,0.00
,GARAGE1,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00
,Max,0.00,0.00,0.00,0.00
,Average,0.00,0.00,0.00,0.00
,Sum,0.00,0.00,0.00,0.00


Discomfort-weighted Exceedance OccupiedHours

,,Very-cold Exceedance OccupantHours [hr],Cool Exceedance OccupantHours [hr],Warm Exceedance OccupantHours [hr],Very-hot Exceedance OccupantHours [hr]
,LIVING_UNIT1,0.00,0.00,0.00,0.00
,GARAGE1,0.00,0.00,0.00,0.00
,ATTIC_UNIT1,0.00,0.00,0.00,0.00
,Min,0.00,0.00,0.00,0.00
,Max,0.00,0.00,0.00,0.00
,Average,0.00,0.00,0.00,0.00
,Sum,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Climatic Data Summary
FOR:,Entire Facility
SizingPeriod:DesignDay

,,Maximum Dry Bulb [F],Daily Temperature Range [deltaF],Humidity Value,Humidity Type,Wind Speed [ft/min],Wind Direction
,BRUSSELS ANNUAL COOLING 1% CONDNS DB=>MWB,85.28,19.26,68.90,Wetbulb [F],689.01,240.00
,BRUSSELS ANNUAL HEATING 99.6% CONDNS DB,19.76,0.00,18.14,Wetbulb [F],728.38,220.00


Monthly Precipitation Summary

,,Monthly Total Precipitation from .epw [in],Monthly Total Hours of Rain from .epw,Monthly Total Precipitation in Site:Precipitation [in],Monthly Total Roof Irrigation Depth [in],Monthly Total Rain Collection Volume [ft3]
,Jan,0.00,0,,,
,Feb,0.00,0,,,
,Mar,0.00,0,,,
,Apr,0.00,0,,,
,May,0.00,0,,,
,Jun,0.00,0,,,
,Jul,0.00,0,,,
,Aug,0.00,0,,,
,Sep,0.00,0,,,
,Oct,0.00,0,,,
,Nov,0.00,0,,,
,Dec,0.41,16,,,


Weather Statistics File

,,Value
,None,


----------------------------------------------------------------------------------------------------
REPORT:,Envelope Summary
FOR:,Entire Facility
Opaque Exterior

,,Construction,Zone,Space,Reflectance,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Net Area [ft2],Azimuth [deg],Tilt [deg],Cardinal Direction
,WALL_LDF_1.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,168.42,123.99,180.00,90.00,S
,WALL_SDR_1.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,253.86,209.43,90.00,90.00,E
,WALL_LDB_1.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,338.48,254.03,0.00,90.00,N
,WALL_SDL_1.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,253.86,209.43,270.00,90.00,W
,WALL_LDF_2.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,338.48,294.05,180.00,90.00,S
,WALL_SDR_2.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,253.86,209.43,90.00,90.00,E
,WALL_LDB_2.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,338.48,294.05,0.00,90.00,N
,WALL_SDL_2.UNIT1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,0.30,0.048,0.050,253.86,209.43,270.00,90.00,W
,WALL_LDF_1.GARAGE1,GABLE_END,GARAGE1,GARAGE1,0.30,0.314,0.428,170.06,58.02,180.00,90.00,S
,WALL_SDR_1.GARAGE1,GABLE_END,GARAGE1,GARAGE1,0.30,0.314,0.428,170.06,170.06,90.00,90.00,E
,WALL_SDL_1.GARAGE1,GABLE_END,GARAGE1,GARAGE1,0.30,0.314,0.428,170.06,170.06,270.00,90.00,W
,ROOF_RIGHT_GARAGE1,GABLE_END,GARAGE1,GARAGE1,0.30,0.314,0.428,33.01,33.01,90.00,90.00,E
,ROOF_LEFT_GARAGE1,GABLE_END,GARAGE1,GARAGE1,0.30,0.314,0.428,33.01,33.01,270.00,90.00,W
,ROOF_FRONT_GARAGE1,EXTERIOR ROOF,GARAGE1,GARAGE1,0.25,0.543,0.943,210.63,210.63,180.00,18.26,
,ROOF_BACK_GARAGE1,EXTERIOR ROOF,GARAGE1,GARAGE1,0.25,0.543,0.943,210.63,210.63,0.00,18.26,
,ROOF_RIGHT_UNIT1,GABLE_END,ATTIC_UNIT1,ATTIC_UNIT1,0.30,0.314,0.428,73.79,73.79,90.00,90.00,E
,ROOF_LEFT_UNIT1,GABLE_END,ATTIC_UNIT1,ATTIC_UNIT1,0.30,0.314,0.428,73.79,73.79,270.00,90.00,W
,ROOF_FRONT_UNIT1,EXTERIOR ROOF,ATTIC_UNIT1,ATTIC_UNIT1,0.25,0.543,0.943,626.00,626.00,180.00,18.32,
,ROOF_BACK_UNIT1,EXTERIOR ROOF,ATTIC_UNIT1,ATTIC_UNIT1,0.25,0.543,0.943,626.00,626.00,0.00,18.32,


Opaque Interior

,,Construction,Zone,Space,Adjacent Surface,Reflectance,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Net Area [ft2],Azimuth [deg],Tilt [deg],Cardinal Direction
,WALL_LDB_1.GARAGE1,EXTERIOR WALL,LIVING_UNIT1,LIVING_UNIT1,iz-WALL_LDB_1.GARAGE1,0.30,0.047,0.050,170.06,149.05,180.00,90.00,S
,INTER ZONE FLOOR 1,INTERIOR FLOOR,LIVING_UNIT1,LIVING_UNIT1,INTER ZONE FLOOR 1,0.30,0.193,0.300,1188.55,1188.55,90.00,180.00,
,FLOOR_UNIT1,INTERIOR FLOOR,LIVING_UNIT1,LIVING_UNIT1,SURFPROPOTHSDCOEFSLABAVERAGE,0.30,0.235,0.300,1188.55,1188.55,90.00,180.00,
,CEILING_UNIT1,INTERIOR CEILING,LIVING_UNIT1,LIVING_UNIT1,iz-CEILING_UNIT1,0.30,0.026,0.027,1188.55,1188.55,180.00,0.00,
,iz-WALL_LDB_1.GARAGE1,iz-EXTERIOR WALL,GARAGE1,GARAGE1,WALL_LDB_1.GARAGE1,0.30,0.047,0.050,170.06,149.05,0.00,90.00,N
,FLOOR_GARAGE1,INTERIOR FLOOR,GARAGE1,GARAGE1,SURFPROPOTHSDCOEFSLABAVERAGE,0.30,0.235,0.300,400.04,400.04,90.00,180.00,
,iz-CEILING_UNIT1,ATTIC FLOOR,ATTIC_UNIT1,ATTIC_UNIT1,CEILING_UNIT1,0.30,0.026,0.027,1188.55,1188.55,0.00,180.00,
,INTERNALMASS_UNIT1,INTERIORFURNISHINGS,LIVING_UNIT1,LIVING_UNIT1,INTERNALMASS_UNIT1,0.30,,0.141,106.53,,0.00,90.00,N


Exterior Fenestration

,,Construction,Zone,Space,Frame and Divider,Glass Area [ft2],Frame Area [ft2],Divider Area [ft2],Area of One Opening [ft2],Area of Multiplied Openings [ft2],Glass U-Factor [Btu/h-ft2-F],Glass SHGC,Glass Visible Transmittance,Frame Conductance [Btu/h-ft2-F],Divider Conductance [Btu/h-ft2-F],NFRC Product Type,Assembly U-Factor [Btu/h-ft2-F],Assembly SHGC,Assembly Visible Transmittance,Shade Control,Parent Surface,Azimuth [deg],Tilt [deg],Cardinal Direction
,WINDOW_LDF_1.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_LDF_1.UNIT1,180.00,90.00,S
,WINDOW_SDR_1.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_SDR_1.UNIT1,90.00,90.00,E
,WINDOW_LDB_1.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_LDB_1.UNIT1,0.00,90.00,N
,WINDOW_SDL_1.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_SDL_1.UNIT1,270.00,90.00,W
,WINDOW_LDF_2.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_LDF_2.UNIT1,180.00,90.00,S
,WINDOW_SDR_2.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_SDR_2.UNIT1,90.00,90.00,E
,WINDOW_LDB_2.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_LDB_2.UNIT1,0.00,90.00,N
,WINDOW_SDL_2.UNIT1,EXTERIOR WINDOW,LIVING_UNIT1,LIVING_UNIT1,,44.43,0.00,0.00,44.43,44.43,0.280,0.335,0.882,,,,,,,Yes,WALL_SDL_2.UNIT1,270.00,90.00,W
,Total or Average,,,,,,,,,355.40,0.280,0.335,0.882,,,,,,,,,,,
,North Total or Average,,,,,,,,,88.85,0.280,0.335,0.882,,,,,,,,,,,
,Non-North Total or Average,,,,,,,,,266.55,0.280,0.335,0.882,,,,,,,,,,,


Exterior Fenestration Shaded State

,,Frame and Divider,Glass U-Factor [Btu/h-ft2-F],Glass SHGC,Glass Visible Transmittance,NFRC Product Type,Assembly U-Factor [Btu/h-ft2-F],Assembly SHGC,Assembly Visible Transmittance
,None,,,,,,,,


Interior Fenestration

,,Construction,Zone,Space,Area of One Opening [ft2],Area of Openings [ft2],Glass U-Factor [Btu/h-ft2-F],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,,,0.00,-,-,-,


Exterior Door

,,Construction,Zone,Space,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Parent Surface
,DOOR_LDB_UNIT1,EXTERIOR DOOR,LIVING_UNIT1,LIVING_UNIT1,0.226,0.280,40.02,WALL_LDB_1.UNIT1
,DOOR_GARAGE1,EXTERIOR DOOR,GARAGE1,GARAGE1,0.226,0.280,112.04,WALL_LDF_1.GARAGE1


Interior Door

,,Construction,Zone,Space,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Parent Surface
,INT_DOOR_GARAGE1,EXTERIOR DOOR,LIVING_UNIT1,LIVING_UNIT1,0.203,0.280,21.01,WALL_LDB_1.GARAGE1
,iz-INT_DOOR_GARAGE1,EXTERIOR DOOR,GARAGE1,GARAGE1,0.203,0.280,21.01,iz-WALL_LDB_1.GARAGE1


Opaque Construction Layers

,,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10
,EXTERIOR WALL,syn_stucco,sheathing_consol_layer,OSB_7/16in,wall_consol_layer,Drywall_1/2in,,,,,
,INTERIORFURNISHINGS,Std Wood 6inch,,,,,,,,,
,INTERIOR FLOOR,Plywood_3/4in,Carpet_n_pad,,,,,,,,
,INTERIOR CEILING,ceil_consol_layer,Drywall_1/2in,,,,,,,,
,ATTIC FLOOR,Drywall_1/2in,ceil_consol_layer,,,,,,,,
,EXTERIOR ROOF,Asphalt_shingle,OSB_1/2in,,,,,,,,
,EXTERIOR DOOR,door_const,,,,,,,,,
,GABLE_END,cement_stucco,BLDG_PAPER_FELT,OSB_5/8in,AIR_4_IN_VERT,Drywall_1/2in,,,,,
,iz-EXTERIOR WALL,Drywall_1/2in,wall_consol_layer,OSB_7/16in,sheathing_consol_layer,syn_stucco,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Shading Summary
FOR:,Entire Facility
Sunlit Fraction

,,March 21 9am,March 21 noon,March 21 3pm,June 21 9am,June 21 noon,June 21 3pm,December 21 9am,December 21 noon,December 21 3pm
,WINDOW_LDF_1.UNIT1,,,,,,,0.00,1.00,1.00
,WINDOW_SDR_1.UNIT1,,,,,,,1.00,0.98,0.00
,WINDOW_LDB_1.UNIT1,,,,,,,0.00,0.00,0.00
,WINDOW_SDL_1.UNIT1,,,,,,,0.00,0.00,1.00
,WINDOW_LDF_2.UNIT1,,,,,,,1.00,1.00,1.00
,WINDOW_SDR_2.UNIT1,,,,,,,1.00,0.98,0.00
,WINDOW_LDB_2.UNIT1,,,,,,,0.00,0.00,0.00
,WINDOW_SDL_2.UNIT1,,,,,,,0.00,0.00,1.00


Window Control

,,Name,Type,Shaded Construction,Control,Glare Control
,WINDOW_LDF_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_SDR_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_LDB_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_SDL_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_LDF_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_SDR_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_LDB_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No
,WINDOW_SDL_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,AlwaysOff,No


----------------------------------------------------------------------------------------------------
REPORT:,Lighting Summary
FOR:,Entire Facility
Interior Lighting

,,Zone Name,Space Name,Space Type,Lighting Power Density [Btu/h-ft2],Space Area [ft2],Total Power [Btu/h],End Use Subcategory,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Return Air Fraction,Conditioned (Y/N),Consumption [kWh]
,LIVING HARDWIRED LIGHTING1,LIVING_UNIT1,LIVING_UNIT1,GENERAL,0.3335,2377.10,792.73,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,11.72
,LIVING PLUG-IN LIGHTING1,LIVING_UNIT1,LIVING_UNIT1,GENERAL,0.1517,2377.10,360.49,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,5.33
,Interior Lighting Total,,,,0.2426,4754.19,1153.22,,,,,,,,17.06


Daylighting

,,Zone,Control Name,Daylighting Method,Control Type,Fraction Controlled,Lighting Installed in Zone [Btu/h],Lighting Controlled [Btu/h]
,None,,,,,,,


Exterior Lighting

,,Total Watts,Astronomical Clock/Schedule,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Consumption [kWh]
,EXTERIOR-LIGHTS_UNIT1,43.24,Schedule,EXTERIORLIGHTING,84.00,84.00,84.00,3.11
,GARAGE-LIGHTS_UNIT1,7.16,Schedule,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.36
,Exterior Lighting Total,50.41,,,,,,3.47


----------------------------------------------------------------------------------------------------
REPORT:,Equipment Summary
FOR:,Entire Facility
Central Plant

,,Type,Reference Capacity [Btu/h],Reference Efficiency [Btuh/Btuh],Rated Capacity [Btu/h],Rated Efficiency [Btuh/Btuh],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h]
,None,,,,,,,


Cooling Coils

,,Type,Design Coil Load [Btu/h],Nominal Total Capacity [Btu/h],Nominal Sensible Capacity [Btu/h],Nominal Latent Capacity [Btu/h],Nominal Sensible Heat Ratio,Nominal Efficiency [Btuh/Btuh],Nominal Coil UA Value [Btu/h-F],Nominal Coil Surface Area [ft2]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,,19469.67,14659.38,4810.29,0.75,4.30,,
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


DX Cooling Coil Standard Ratings 2017

,,Cooling Coil Type (1),Standard Rating Net Cooling Capacity [ton][2],Standard Rating Net COP [Btuh/Btuh][2],EER [Btu/W-h][2],SEER User [Btu/W-h][2,3],SEER Standard [Btu/W-h][2,3],IEER [Btu/W-h][2]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,1.6,3.58,12.23,12.81,12.12,12.2
<p>ANSI/AHRI ratings account for supply air fan heat and electric power.</p>
<ol>
  <li>EnergyPlus object type.</li>
  <li>Capacity less than 65K Btu/h (19050 W) - calculated as per AHRI Standard 210/240-2017.<br>
      Capacity of 65K Btu/h (19050 W) to less than 135K Btu/h (39565 W) - calculated as per AHRI Standard 340/360-2007.<br>
      Capacity from 135K (39565 W) to 250K Btu/hr (73268 W) - calculated as per AHRI Standard 365-2009 - Ratings not yet supported in EnergyPlus.
  </li>
  <li>SEER (User) is calculated using user-input PLF curve and cooling coefficient of degradation.<br>
      SEER (Standard) is calculated using the default PLF curve and cooling coefficient of degradation from the appropriate AHRI standard.
  </li>
</ol>


DX Cooling Coil Standard Ratings 2023

,,Cooling Coil Type (1),Standard Rating Net Cooling Capacity [ton][2],Standard Rating Net COP2 [Btuh/Btuh][2,4],EER2 [Btu/W-h][2,4],SEER2 User [Btu/W-h][2,3],SEER2 Standard [Btu/W-h][2,3],IEER [Btu/W-h][2]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,1.6,3.46,11.80,12.34,12.01,11.5
<p>ANSI/AHRI ratings account for supply air fan heat and electric power.</p>
<ol>
  <li>EnergyPlus object type.</li>
  <li>
    Capacity less than 65K Btu/h (19050 W) - calculated as per AHRI Standard 210/240-2023.<br>
    Capacity of 65K Btu/h (19050 W) to less than 135K Btu/h (39565 W) - calculated as per AHRI Standard 340/360-2022.<br>
    Capacity from 135K (39565 W) to 250K Btu/hr (73268 W) - calculated as per AHRI Standard 365-2009 - Ratings not yet supported in EnergyPlus.
  </li>
  <li>
